dataset,unseen_idx,unseen_names,nclass,pre_OA_mean,pre_OA_std,pre_AA_mean,pre_AA_std,pre_Kappa_mean,pre_Kappa_std,OA_mean,OA_std,AA_mean,AA_std,Kappa_mean,Kappa_std,S_OA_mean,S_OA_std,U_OA_mean,U_OA_std,H_OA_mean,H_OA_std,S_AA_mean,S_AA_std,U_AA_mean,U_AA_std,H_AA_mean,H_AA_std,avg_train_time,avg_test_time
HS-SAR-Berlin,7;8,commercial area;water,8,0.786996,0.009579,0.457327,0.009334,0.636629,0.009507,0.899736,0.002052,0.708173,0.006555,0.834957,0.003266,0.962644,0.001982,0.034519,0.004872,0.066604,0.009107,0.917071,0.005255,0.081477,0.011500,0.149447,0.019567,702.77,0.91
MUUFL,1;2,trees;mostly grass,11,0.421951,0.003324,0.439088,0.013926,0.355100,0.004164,0.757620,0.020538,0.692180,0.008827,0.694471,0.022681,0.785638,0.009621,0.730977,0.039593,0.756706,0.022088,0.682034,0.011102,0.737836,0.023183,0.708560,0.010875,21.35,0.02
MUUFL,1;3,trees;mixed ground surface,11,0.386073,0.001820,0.465149,0.013209,0.334306,0.001513,0.750286,0.011201,0.664942,0.009641,0.669496,0.012315,0.834626,0.011134,0.684347,0.024581,0.751656,0.012768,0.714147,0.013873,0.443517,0.015903,0.546860,0.010154,18.13,0.02
MUUFL,1;4,trees;dirt or sand,11,0.439548,0.006348,0.426658,0.019117,0.383609,0.006533,0.827626,0.015958,0.708753,0.010654,0.775181,0.019037,0.798109,0.012666,0.861309,0.035271,0.828019,0.016422,0.682298,0.013545,0.827801,0.028080,0.747671,0.012065,20.63,0.02
MUUFL,1;5,trees;road,11,0.344737,0.002668,0.399382,0.008111,0.280067,0.004140,0.799141,0.012886,0.699811,0.008008,0.735657,0.015076,0.795692,0.008603,0.801878,0.026230,0.798453,0.011449,0.696258,0.010995,0.715798,0.023528,0.705574,0.010251,19.87,0.02
MUUFL,1;6,trees;water,11,0.460040,0.004892,0.476951,0.012008,0.406322,0.004500,0.820182,0.010830,0.647290,0.009002,0.766039,0.013095,0.797457,0.011017,0.848906,0.027946,0.822021,0.011848,0.694921,0.012250,0.432948,0.014252,0.533258,0.009716,21.98,0.02
MUUFL,1;7,trees;building shadow,11,0.431622,0.006451,0.434746,0.040222,0.366279,0.013743,0.673272,0.006262,0.671802,0.011744,0.604744,0.007967,0.777844,0.011720,0.557519,0.005012,0.649451,0.004945,0.674245,0.014140,0.660807,0.008263,0.667364,0.008304,19.51,0.02
MUUFL,1;8,trees;buildings,11,0.350733,0.003137,0.408356,0.001845,0.287363,0.003981,0.805832,0.004599,0.695635,0.011318,0.741247,0.006669,0.791769,0.010387,0.817372,0.003451,0.804323,0.005212,0.690264,0.011871,0.719807,0.011945,0.704695,0.010934,20.00,0.02
MUUFL,1;9,trees;sidewalk,11,0.457224,0.004907,0.463645,0.009578,0.401306,0.004947,0.819221,0.012286,0.691478,0.008273,0.764095,0.014426,0.822052,0.009590,0.815882,0.028983,0.818600,0.013796,0.739887,0.011172,0.473641,0.016331,0.577298,0.011165,21.19,0.02
MUUFL,1;10,trees;yellow curb,11,0.458122,0.004149,0.475088,0.005921,0.403017,0.005676,0.835713,0.016116,0.711172,0.007322,0.784642,0.018664,0.811253,0.008889,0.867299,0.042677,0.837654,0.018310,0.772088,0.011517,0.437047,0.021506,0.557671,0.016153,18.64,0.02
MUUFL,1;11,trees;cloth panels,11,0.453855,0.011740,0.476505,0.013151,0.398508,0.011996,0.825649,0.015465,0.650560,0.007728,0.771616,0.017933,0.802910,0.008629,0.854821,0.038541,0.827513,0.017171,0.699052,0.008927,0.432346,0.019493,0.533964,0.015053,20.50,0.02
MUUFL,2;3,mostly grass;mixed ground surface,11,0.687972,0.022583,0.384154,0.020081,0.563927,0.031731,0.748427,0.006197,0.652778,0.010938,0.671723,0.008758,0.865292,0.005285,0.302690,0.010505,0.448418,0.012173,0.710003,0.010706,0.395266,0.013719,0.507758,0.013690,20.85,0.02
MUUFL,2;4,mostly grass;dirt or sand,11,0.777681,0.009358,0.392471,0.008971,0.700559,0.012613,0.828881,0.006743,0.687136,0.008494,0.776494,0.008433,0.840061,0.008418,0.741589,0.029375,0.787361,0.015633,0.681620,0.011382,0.711955,0.024637,0.696114,0.010989,23.89,0.02
MUUFL,2;5,mostly grass;road,11,0.687842,0.004043,0.365610,0.004099,0.580281,0.006436,0.794878,0.003200,0.681981,0.010801,0.732148,0.004360,0.847467,0.007831,0.589796,0.026910,0.695048,0.016525,0.694593,0.011579,0.625229,0.028973,0.657687,0.016867,22.35,0.02
MUUFL,2;6,mostly grass;water,11,0.788760,0.013382,0.433111,0.019396,0.715549,0.018012,0.823861,0.005121,0.631471,0.009799,0.769301,0.006287,0.841748,0.006667,0.638951,0.021049,0.726200,0.012133,0.693067,0.011285,0.354290,0.011671,0.468765,0.010915,24.13,0.02
MUUFL,2;7,mostly grass;building shadow,11,0.770127,0.013952,0.387760,0.018098,0.686609,0.018427,0.796211,0.008346,0.679303,0.010813,0.737273,0.010548,0.809389,0.009038,0.700599,0.014294,0.750985,0.009516,0.672310,0.012554,0.710769,0.009436,0.690935,0.008864,23.65,0.02
MUUFL,2;8,mostly grass;buildings,11,0.693305,0.005105,0.364970,0.019909,0.584866,0.011611,0.783356,0.005929,0.667640,0.010952,0.717506,0.007603,0.842056,0.008408,0.542228,0.022029,0.659334,0.015086,0.686008,0.011069,0.584984,0.021997,0.631277,0.014880,23.26,0.02
MUUFL,2;9,mostly grass;sidewalk,11,0.788619,0.008670,0.432880,0.007535,0.714484,0.013555,0.828316,0.006475,0.675908,0.010147,0.775534,0.008354,0.851235,0.007240,0.633625,0.016772,0.726336,0.011013,0.731465,0.011945,0.425899,0.011873,0.538221,0.010281,23.23,0.02
MUUFL,2;10,mostly grass;yellow curb,11,0.776206,0.018963,0.418626,0.024606,0.698716,0.026232,0.839631,0.005093,0.700136,0.009639,0.790052,0.006423,0.846781,0.007101,0.760558,0.020734,0.801116,0.008792,0.767611,0.013351,0.396499,0.010809,0.522699,0.007462,22.35,0.02
MUUFL,2;11,mostly grass;cloth panels,11,0.797059,0.010631,0.443287,0.011685,0.726349,0.014031,0.831363,0.007174,0.638835,0.005272,0.779540,0.008690,0.840056,0.008728,0.737230,0.010881,0.785174,0.003216,0.693734,0.007432,0.391790,0.005783,0.500700,0.003360,22.55,0.02
MUUFL,3;4,mixed ground surface;dirt or sand,11,0.739591,0.008986,0.391785,0.021741,0.649967,0.014161,0.769041,0.005696,0.658438,0.012974,0.696476,0.007788,0.884527,0.006513,0.172482,0.006891,0.288611,0.009731,0.714370,0.013604,0.406742,0.016856,0.518196,0.015887,22.31,0.02
MUUFL,3;5,mixed ground surface;road,11,0.652086,0.004954,0.386862,0.005976,0.535932,0.005714,0.752424,0.005930,0.659709,0.009799,0.672270,0.008353,0.897142,0.004218,0.324556,0.023138,0.476181,0.024719,0.733149,0.009204,0.329232,0.023483,0.453955,0.022925,21.24,0.02
MUUFL,3;6,mixed ground surface;water,11,0.765476,0.011415,0.462699,0.023673,0.686113,0.017733,0.763338,0.005474,0.612055,0.025301,0.689331,0.007956,0.879687,0.006245,0.029517,0.017820,0.056464,0.033282,0.722300,0.013897,0.115956,0.095163,0.184072,0.143538,22.70,0.02
MUUFL,3;7,mixed ground surface;building shadow,11,0.737540,0.012872,0.398182,0.026249,0.644252,0.017750,0.736254,0.006849,0.647152,0.013601,0.659059,0.009029,0.846847,0.008797,0.195449,0.010008,0.317448,0.012937,0.704213,0.016803,0.390380,0.016325,0.502003,0.013614,22.38,0.02
MUUFL,3;8,mixed ground surface;buildings,11,0.670515,0.004731,0.406797,0.008165,0.562338,0.005849,0.756338,0.003394,0.657910,0.014574,0.678325,0.005435,0.897236,0.002865,0.320802,0.016853,0.472351,0.017998,0.729644,0.015101,0.335109,0.017291,0.459111,0.018248,22.03,0.02
MUUFL,3;9,mixed ground surface;sidewalk,11,0.753079,0.010527,0.453104,0.014030,0.670047,0.013710,0.767339,0.002231,0.644966,0.007415,0.693738,0.002804,0.902114,0.003567,0.026796,0.008985,0.051879,0.017001,0.772242,0.011747,0.072224,0.020953,0.131143,0.035514,20.61,0.02
MUUFL,3;10,mixed ground surface;yellow curb,11,0.750078,0.010730,0.456562,0.019787,0.666834,0.013763,0.784713,0.002323,0.670560,0.007990,0.715699,0.003428,0.898776,0.002214,0.031893,0.017026,0.061017,0.031748,0.812684,0.011479,0.031000,0.017501,0.059024,0.032568,21.08,0.02
MUUFL,3;11,mixed ground surface;cloth panels,11,0.759456,0.008506,0.452642,0.014287,0.678067,0.012331,0.778265,0.006197,0.605952,0.004933,0.706542,0.008627,0.893991,0.007042,0.025088,0.005242,0.048751,0.009929,0.736875,0.006205,0.016802,0.006532,0.032746,0.012377,21.57,0.02
MUUFL,4;5,dirt or sand;road,11,0.691137,0.011475,0.343192,0.020581,0.585040,0.016417,0.824590,0.003995,0.697769,0.007918,0.769329,0.004960,0.863141,0.006377,0.620010,0.029097,0.721164,0.018384,0.701199,0.012174,0.682335,0.023957,0.691239,0.009634,23.78,0.02
MUUFL,4;6,dirt or sand;water,11,0.792913,0.021439,0.417391,0.022597,0.720790,0.029133,0.837925,0.006057,0.628429,0.010790,0.787116,0.007581,0.854252,0.006681,0.471599,0.008827,0.607613,0.005784,0.698951,0.013015,0.311077,0.011978,0.430363,0.011769,24.10,0.02
MUUFL,4;7,dirt or sand;building shadow,11,0.786673,0.006094,0.378997,0.005655,0.709971,0.008134,0.813174,0.008135,0.683368,0.012519,0.757858,0.010299,0.820140,0.009022,0.727990,0.013264,0.771215,0.007501,0.671894,0.015107,0.735001,0.012434,0.701890,0.009969,24.08,0.02
MUUFL,4;8,dirt or sand;buildings,11,0.704302,0.011511,0.353393,0.014856,0.599781,0.015159,0.807601,0.008628,0.681311,0.013677,0.748568,0.010927,0.861767,0.008944,0.501253,0.023794,0.633499,0.019139,0.696207,0.013908,0.614277,0.017800,0.652600,0.014736,23.55,0.03
MUUFL,4;9,dirt or sand;sidewalk,11,0.797047,0.011626,0.414311,0.021657,0.726541,0.016349,0.848506,0.006497,0.691697,0.009920,0.800826,0.008038,0.867938,0.006821,0.542932,0.022257,0.667719,0.017120,0.735233,0.011260,0.495785,0.022985,0.591867,0.016817,23.38,0.02
MUUFL,4;10,dirt or sand;yellow curb,11,0.801867,0.005001,0.420129,0.010065,0.732380,0.006583,0.858420,0.006538,0.709992,0.012894,0.813962,0.008365,0.862996,0.006602,0.740640,0.024246,0.796937,0.014812,0.777264,0.014752,0.407266,0.013332,0.534342,0.012886,23.63,0.02
MUUFL,4;11,dirt or sand;cloth panels,11,0.787670,0.030332,0.417109,0.026247,0.714395,0.040614,0.851149,0.008227,0.649718,0.009324,0.804424,0.010715,0.856788,0.008674,0.712217,0.018329,0.777675,0.010860,0.703327,0.011137,0.408478,0.010512,0.516696,0.008987,23.91,0.02
MUUFL,5;6,road;water,11,0.709726,0.007334,0.397966,0.017020,0.611702,0.010979,0.812005,0.005021,0.633606,0.007401,0.753137,0.006206,0.862708,0.007946,0.482131,0.025110,0.618070,0.019363,0.708596,0.013326,0.296151,0.026699,0.416752,0.023775,24.05,0.02
MUUFL,5;7,road;building shadow,11,0.697113,0.012890,0.352404,0.018147,0.589939,0.017416,0.784034,0.007098,0.678498,0.010989,0.719665,0.009013,0.826301,0.008499,0.571911,0.022049,0.675672,0.014887,0.686643,0.012359,0.641845,0.019224,0.663303,0.012205,24.06,0.02
MUUFL,5;8,road;buildings,11,0.609824,0.007751,0.335331,0.020668,0.478909,0.012463,0.810809,0.006918,0.691122,0.009103,0.749939,0.008810,0.865394,0.008685,0.638713,0.025844,0.734597,0.016221,0.703235,0.008294,0.636616,0.025565,0.668013,0.015530,22.83,0.02
MUUFL,5;9,road;sidewalk,11,0.715574,0.015438,0.402636,0.027859,0.619340,0.021209,0.828073,0.003123,0.687419,0.009974,0.772683,0.004496,0.879443,0.003911,0.537759,0.035281,0.666660,0.026040,0.754711,0.012217,0.384605,0.020787,0.509142,0.017780,23.37,0.02
MUUFL,5;10,road;yellow curb,11,0.716488,0.009702,0.415709,0.010778,0.622498,0.013372,0.842294,0.004680,0.703736,0.007719,0.791710,0.006258,0.870095,0.004712,0.652812,0.064199,0.744009,0.040151,0.784612,0.009911,0.339794,0.032863,0.473151,0.031377,22.38,0.02
MUUFL,5;11,road;cloth panels,11,0.717209,0.008768,0.406148,0.023159,0.620917,0.013381,0.837156,0.006364,0.647817,0.011470,0.784364,0.009108,0.865444,0.007345,0.647102,0.083958,0.737042,0.053980,0.713978,0.008252,0.350091,0.063036,0.466374,0.055050,24.04,0.02
MUUFL,6;7,water;building shadow,11,0.790682,0.016061,0.413766,0.024862,0.716238,0.022104,0.811354,0.007562,0.631492,0.008988,0.755424,0.009491,0.821172,0.007847,0.625829,0.020131,0.710123,0.013438,0.685567,0.012214,0.388153,0.013983,0.495407,0.010456,24.08,0.02
MUUFL,6;8,water;buildings,11,0.716727,0.006667,0.406483,0.014495,0.621715,0.007563,0.800941,0.008812,0.623634,0.009835,0.740481,0.010723,0.852023,0.011161,0.443077,0.023740,0.582506,0.019256,0.698430,0.014020,0.287050,0.038697,0.405102,0.036714,23.82,0.02
MUUFL,6;9,water;sidewalk,11,0.819837,0.011438,0.481094,0.016726,0.758838,0.015671,0.836842,0.007733,0.623209,0.014492,0.785944,0.009846,0.864104,0.007875,0.072851,0.009297,0.134227,0.015709,0.747980,0.015782,0.061736,0.012494,0.113776,0.021182,24.08,0.02
MUUFL,6;10,water;yellow curb,11,0.800733,0.023519,0.456907,0.022990,0.733489,0.030784,0.845478,0.004431,0.647189,0.005584,0.797280,0.005822,0.855009,0.004983,0.064715,0.056246,0.114557,0.092815,0.781003,0.012474,0.045023,0.039130,0.081795,0.067199,23.07,0.02
MUUFL,6;11,water;cloth panels,11,0.810542,0.020509,0.472280,0.014051,0.745988,0.026613,0.839764,0.007909,0.592647,0.021842,0.789608,0.010510,0.850037,0.006586,0.098422,0.147067,0.146163,0.198294,0.707102,0.007513,0.077602,0.115957,0.116440,0.158517,23.52,0.02
MUUFL,7;8,building shadow;buildings,11,0.702953,0.003835,0.357705,0.005958,0.595406,0.004654,0.731359,0.004485,0.634810,0.010384,0.654950,0.005816,0.826633,0.005044,0.223009,0.009353,0.351151,0.011586,0.681846,0.012592,0.423149,0.017747,0.521931,0.013477,23.83,0.02
MUUFL,7;9,building shadow;sidewalk,11,0.803392,0.014397,0.430232,0.018743,0.734173,0.020137,0.817727,0.007967,0.677195,0.013282,0.763261,0.010248,0.839630,0.007926,0.514552,0.014875,0.637977,0.012792,0.730934,0.014472,0.435366,0.015415,0.545564,0.014319,24.13,0.02
MUUFL,7;10,building shadow;yellow curb,11,0.795980,0.012533,0.422243,0.008969,0.723898,0.017539,0.820292,0.007856,0.693037,0.011168,0.767187,0.009918,0.825063,0.008009,0.719006,0.030378,0.768046,0.017771,0.759577,0.011966,0.393604,0.015879,0.518353,0.015051,24.03,0.02
MUUFL,7;11,building shadow;cloth panels,11,0.787513,0.013983,0.413929,0.004508,0.712116,0.018352,0.817758,0.005187,0.634287,0.005739,0.763583,0.006992,0.824142,0.005126,0.687121,0.021732,0.749243,0.013448,0.689714,0.006721,0.384866,0.012172,0.493918,0.009981,24.11,0.02
MUUFL,8;9,buildings;sidewalk,11,0.715189,0.007979,0.400566,0.010929,0.619541,0.009811,0.790470,0.004796,0.655771,0.010380,0.726375,0.005727,0.879931,0.005550,0.250062,0.008993,0.389357,0.010838,0.750401,0.011636,0.229933,0.016628,0.351673,0.020132,22.47,0.02
MUUFL,8;10,buildings;yellow curb,11,0.709915,0.008683,0.391375,0.016232,0.609061,0.012572,0.861621,0.004120,0.724783,0.006476,0.817931,0.005448,0.867914,0.005359,0.815309,0.026894,0.840510,0.013086,0.790243,0.004354,0.430213,0.020788,0.556863,0.017969,22.09,0.02
MUUFL,8;11,buildings;cloth panels,11,0.712927,0.007548,0.377103,0.006115,0.610904,0.009783,0.832406,0.005341,0.670433,0.020549,0.779875,0.006996,0.868511,0.006454,0.570726,0.024867,0.688448,0.017560,0.716081,0.008237,0.465017,0.108687,0.557274,0.070888,23.66,0.02
MUUFL,9;10,sidewalk;yellow curb,11,0.825127,0.013744,0.467065,0.029895,0.764870,0.019879,0.857565,0.003994,0.697837,0.008951,0.812456,0.004997,0.878145,0.004672,0.172849,0.030456,0.287518,0.043900,0.831068,0.012284,0.098297,0.017292,0.175229,0.028200,21.91,0.02
MUUFL,9;11,sidewalk;cloth panels,11,0.810840,0.007268,0.458813,0.014735,0.746595,0.009639,0.852459,0.005368,0.643497,0.007754,0.805670,0.006778,0.874224,0.006636,0.167261,0.047529,0.277414,0.071500,0.760936,0.005162,0.115021,0.048870,0.195691,0.072826,22.90,0.02
MUUFL,10;11,yellow curb;cloth panels,11,0.819637,0.013594,0.462782,0.036827,0.757820,0.020224,0.864864,0.005786,0.689253,0.020789,0.822081,0.007161,0.870250,0.006026,0.228505,0.137881,0.343187,0.148230,0.798360,0.005985,0.198270,0.117116,0.302149,0.130681,23.28,0.02
